日付,曜日,特定日,98番台,,,,,,,,,99番台,,,,,,,,,100番台,,,,,,,,,101番台,,,,,,,,,102番台,,,,,,,,,103番台,,,,,,,,,104番台,,,,,,,,,105番台,,,,,,,,,132番台,,,,,,,,,133番台,,,,,,,,,135番台,,,,,,,,
,,,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差,差枚,G数,BB,RB,合成,ブドウ,設定,狙度,次差
2025-11-21,金,いいえ,"-1,062","3,093",8,7,1/206,-,2.64,67,37.0,"-1,469","1,815",1,5,1/303,-,3.09,14,5.0,-450,371,0,0,-,-,3.06,21,3.0,+844,"4,622",21,12,1/140,-,3.00,30,9.0,-506,"4,090",15,7,1/186,-,2.09,9,1.0,+767,"4,893",22,12,1/144,-,2.78,3,-,"+1,435","3,353",18,10,1/120,-,3.61,18,4.0,-259,"3,788",13,11,1/158,-,3.26,8,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-20,木,いいえ,-495,"3,695",12,10,1/168,-,3.03,27,13.0,+108,"1,940",9,2,1/176,-,2.39,3,-,"+2,645","4,317",24,19,1/100,-,4.95,14,7.0,-265,634,2,0,1/317,-,2.84,51,14.0,"-1,212","3,889",12,5,1/229,-,1.83,7,1.0,+204,"3,664",15,9,1/153,-,2.88,3,-,"-2,031","3,763",7,8,1/251,-,2.31,37,10.0,+701,"3,473",13,17,1/116,-,4.92,6,3.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-19,水,いいえ,-632,"3,907",14,6,1/195,-,2.00,21,7.0,-14,"1,606",5,7,1/134,-,4.09,7,5.0,-140,"1,472",5,4,1/164,-,3.31,27,3.0,-170,745,1,5,1/124,-,4.26,37,10.0,+362,"4,554",18,14,1/142,-,3.53,2,-,+94,"3,913",15,11,1/151,-,3.21,2,-,-319,"4,918",14,22,1/137,-,4.85,24,3.0,-555,"1,398",3,4,1/200,-,3.31,14,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-18,火,いいえ,+557,"4,779",21,11,1/149,-,2.60,18,3.0,"+1,512","3,546",20,8,1/127,-,2.89,11,4.0,"+1,721","7,980",33,32,1/123,-,4.95,18,3.0,+93,"1,696",7,4,1/154,-,3.13,29,11.0,+589,"2,515",11,9,1/126,-,3.94,7,4.0,-195,"2,250",7,8,1/150,-,3.78,3,-,"-1,718","5,357",14,13,1/198,-,2.42,15,4.0,+245,"1,858",8,5,1/143,-,3.31,7,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-17,月,いいえ,+612,"4,605",20,12,1/144,-,2.98,18,10.0,-902,"2,020",5,3,1/253,-,2.45,19,1.0,"+2,017","8,696",38,31,1/126,-,4.52,34,4.0,+155,704,4,0,1/176,-,2.84,30,11.0,"+2,289","7,966",39,22,1/131,-,3.17,6,1.0,+1,207,1,0,1/207,-,3.29,2,-,"+1,555","5,226",21,27,1/109,-,5.28,5,3.0,-256,"1,439",4,5,1/160,-,3.63,8,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-16,日,いいえ,-401,"5,598",20,14,1/165,-,2.62,22,11.0,"+1,400","6,937",29,26,1/126,-,4.60,5,1.0,"-1,377","4,641",10,18,1/166,-,4.22,77,42.0,-4,"2,528",11,3,1/181,-,2.22,35,13.0,+422,"8,181",25,42,1/122,-,5.38,11,1.0,-350,991,3,1,1/248,-,2.81,4,-,"+4,565","8,509",43,42,1/100,-,5.46,10,5.0,"+2,071","5,621",28,19,1/120,-,4.16,5,1.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-15,土,はい,"-2,418","5,151",11,11,1/234,-,2.10,16,6.0,"+2,089","7,825",36,26,1/126,-,4.14,5,5.0,"-1,138","6,613",17,27,1/150,-,4.69,40,18.0,"-1,897","5,572",17,6,1/242,-,1.48,18,1.0,+584,"5,758",22,21,1/134,-,4.32,17,1.0,"+2,003","9,025",38,35,1/124,-,4.90,0,-,"+1,200","8,341",30,39,1/121,-,5.31,22,4.0,"+1,214","8,398",33,32,1/129,-,4.74,10,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-14,金,いいえ,"+1,829","4,305",23,13,1/120,-,3.68,2,2.0,+73,"3,654",11,18,1/126,-,4.92,26,3.0,-338,"3,615",13,8,1/172,-,2.59,19,12.0,-633,"1,542",3,5,1/193,-,3.47,7,5.0,-403,"6,839",21,27,1/142,-,4.64,26,3.0,"+3,279","4,993",29,21,1/100,-,4.96,0,-,-599,"3,543",12,7,1/186,-,2.38,27,1.0,-382,"2,038",6,6,1/170,-,3.35,23,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-13,木,いいえ,+35,"4,347",18,8,1/167,-,2.18,4,-,-392,897,2,2,1/224,-,3.19,31,4.0,-695,"1,929",5,4,1/214,-,2.81,11,6.0,+356,"5,292",20,18,1/139,-,3.96,5,1.0,-436,"6,043",22,14,1/168,-,2.35,18,7.0,"+2,802","8,110",36,37,1/111,-,5.31,5,1.0,-553,"3,229",8,14,1/147,-,4.44,27,4.0,-422,"1,209",3,3,1/202,-,3.20,23,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-12,水,はい,-610,"4,334",15,9,1/181,-,2.32,6,2.0,-980,"2,372",6,4,1/237,-,2.43,19,6.0,+85,"2,148",8,7,1/143,-,3.62,2,-,+205,"2,782",10,11,1/132,-,4.19,4,2.0,-421,"3,347",11,9,1/167,-,3.05,13,3.0,+382,"3,162",11,15,1/122,-,4.76,19,6.0,+81,"1,339",6,2,1/167,-,2.86,27,8.0,"+3,307","8,616",37,46,1/104,-,5.47,10,4.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-11,火,いいえ,+817,"4,504",23,5,1/161,-,1.74,5,-,-122,"1,091",4,2,1/182,-,3.05,17,3.0,-500,699,1,1,1/350,-,3.05,8,3.0,+28,"4,255",16,12,1/152,-,3.18,5,-,"+3,582","5,060",29,25,1/94,-,5.28,14,6.0,-87,"3,548",11,15,1/136,-,4.49,36,3.0,-340,"1,062",3,2,1/212,-,3.04,33,9.0,"+1,231","4,877",23,14,1/132,-,3.38,24,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-10,月,いいえ,"+1,032","8,635",38,20,1/149,-,2.24,8,1.0,+405,"1,310",6,5,1/119,-,3.85,7,4.0,-396,"3,931",12,14,1/151,-,3.94,3,-,+590,"3,346",15,9,1/139,-,3.20,10,2.0,-311,"2,554",8,8,1/160,-,3.48,33,9.0,+254,"5,535",20,20,1/138,-,4.22,24,2.0,-148,"1,142",3,5,1/143,-,3.92,22,12.0,-156,"4,387",14,17,1/142,-,4.33,42,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-09,日,いいえ,"+1,618","7,510",33,25,1/129,-,4.09,6,6.0,+798,"5,026",22,14,1/140,-,3.20,17,8.0,"+1,984","6,762",32,22,1/125,-,4.01,0,-,"+1,401","6,441",27,25,1/124,-,4.70,8,2.0,-291,"1,517",5,3,1/190,-,2.94,35,16.0,+237,"8,560",28,37,1/132,-,5.12,19,2.0,-249,"1,067",3,3,1/178,-,3.37,9,1.0,-545,"5,044",16,16,1/158,-,3.53,48,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-08,土,いいえ,"+1,456","6,604",28,25,1/125,-,4.62,13,3.0,-792,"5,119",15,17,1/160,-,3.69,41,22.0,"+1,756","5,703",26,22,1/119,-,4.65,0,-,+613,"5,318",20,21,1/130,-,4.59,14,1.0,"+1,928","8,275",36,30,1/125,-,4.57,19,5.0,-65,"1,539",6,3,1/171,-,2.95,49,6.0,"+1,569","4,183",21,14,1/120,-,4.00,10,10.0,-229,"2,694",9,8,1/158,-,3.37,43,2.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-07,金,いいえ,-165,"4,353",18,6,1/181,-,1.85,29,4.0,+581,"2,730",12,9,1/130,-,3.75,30,1.0,"+1,692","6,489",28,26,1/120,-,4.84,5,-,-447,686,0,4,1/172,-,4.00,19,14.0,+573,"4,221",18,12,1/141,-,3.29,41,11.0,-412,"2,093",5,9,1/150,-,4.15,44,3.0,"-1,247","6,533",20,17,1/177,-,2.59,25,6.0,-680,719,0,2,1/360,-,3.32,52,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-06,木,いいえ,"+1,124","6,224",26,22,1/130,-,4.27,28,10.0,+390,"2,679",11,9,1/134,-,3.77,18,1.0,"+2,010","8,445",36,33,1/122,-,4.90,14,-,-67,"1,382",6,1,1/197,-,2.52,17,3.0,-696,"2,138",6,4,1/214,-,2.64,69,20.0,-480,"1,831",5,5,1/183,-,3.22,41,13.0,-386,"1,516",5,2,1/217,-,2.64,14,-,"+1,066","4,439",21,12,1/135,-,3.18,49,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-05,水,はい,-7,"5,096",18,17,1/146,-,3.82,31,10.0,"-1,111","2,510",5,7,1/209,-,3.11,21,2.0,+316,"7,822",24,39,1/124,-,5.34,33,2.0,"+1,488","3,388",18,11,1/117,-,3.87,14,-,-902,"2,852",9,3,1/238,-,1.97,67,28.0,-896,"2,095",5,4,1/233,-,2.65,39,6.0,+678,"3,213",17,3,1/161,-,1.93,19,5.0,-640,"5,746",19,16,1/164,-,2.96,67,28.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-04,火,いいえ,-162,"3,837",14,10,1/160,-,2.96,22,5.0,+122,"8,844",27,42,1/128,-,5.32,17,3.0,+100,"3,334",13,9,1/152,-,3.14,52,11.0,-356,"2,640",9,6,1/176,-,2.82,17,3.0,-909,"1,977",4,5,1/220,-,3.03,41,5.0,+393,"1,369",7,3,1/137,-,3.18,36,14.0,+161,"3,234",12,11,1/141,-,3.81,14,-,+97,"1,435",5,6,1/130,-,3.98,64,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-03,月,いいえ,"+1,463","6,281",28,21,1/128,-,4.06,18,11.0,-730,"2,007",6,2,1/251,-,2.25,37,13.0,-444,"6,624",24,16,1/166,-,2.41,77,40.0,+573,"3,390",14,12,1/130,-,4.00,7,-,-789,"2,630",8,4,1/219,-,2.29,22,3.0,+642,"3,273",16,6,1/149,-,2.47,24,2.0,+852,"6,776",23,34,1/119,-,5.32,19,1.0,-957,"5,304",16,15,1/171,-,3.00,82,5.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-02,日,はい,"-1,259","4,771",13,13,1/184,-,2.87,43,6.0,-821,"3,548",10,10,1/177,-,3.11,23,4.0,-302,"8,936",25,44,1/130,-,5.35,72,29.0,-117,"4,593",14,20,1/135,-,4.75,16,-,"+1,013","3,432",19,4,1/149,-,2.02,19,3.0,-263,"1,781",6,4,1/178,-,3.00,37,1.0,-373,"2,941",10,7,1/173,-,2.85,36,13.0,-569,"4,459",15,11,1/172,-,2.69,81,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-11-01,土,いいえ,"-1,373","6,172",17,19,1/171,-,3.29,23,12.0,-72,"6,011",21,20,1/147,-,3.83,9,-,-609,"8,781",28,31,1/149,-,4.20,64,29.0,"+1,230","5,630",27,13,1/141,-,2.57,11,2.0,-362,"4,606",15,15,1/154,-,3.65,29,6.0,-132,"6,000",23,14,1/162,-,2.41,35,6.0,+102,"4,243",17,10,1/157,-,2.68,35,6.0,"-1,420","3,577",7,12,1/188,-,3.55,83,19.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-31,金,いいえ,-542,"1,595",4,4,1/199,-,3.13,9,8.0,"+1,645","7,548",31,31,1/122,-,4.99,1,-,-960,999,1,0,1/999,-,2.44,49,17.0,-446,655,1,1,1/328,-,3.10,16,7.0,-485,"4,598",16,11,1/170,-,2.60,21,5.0,-375,"1,220",4,1,1/244,-,2.61,32,11.0,-830,"2,615",7,6,1/201,-,2.78,59,10.0,-655,955,2,0,1/478,-,2.52,75,16.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-30,木,いいえ,"+2,955","4,685",27,19,1/102,-,4.82,0,-,+224,"3,776",16,8,1/157,-,2.55,4,4.0,+250,"4,756",17,18,1/136,-,4.33,33,10.0,-891,"1,467",2,4,1/245,-,3.19,8,4.0,-941,"1,845",4,3,1/264,-,2.57,8,4.0,-844,775,0,1,1/775,-,2.93,23,15.0,-868,"5,488",18,13,1/177,-,2.43,38,5.0,-719,"1,246",2,3,1/249,-,3.12,70,32.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-29,水,いいえ,+898,"5,885",25,18,1/137,-,3.57,8,4.0,-876,"1,791",4,3,1/256,-,2.62,10,2.0,"-1,247","6,295",20,14,1/185,-,2.15,46,22.0,+70,"3,566",14,9,1/155,-,2.94,3,-,"+1,256","7,154",31,22,1/135,-,3.63,4,1.0,-463,589,1,0,1/589,-,2.85,14,4.0,"+1,148","6,918",26,31,1/121,-,5.15,24,10.0,-634,"1,017",2,1,1/339,-,2.74,67,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-28,火,いいえ,-744,"6,742",23,17,1/169,-,2.52,26,18.0,-277,515,1,1,1/258,-,3.26,4,4.0,"-1,432","4,418",11,12,1/192,-,2.86,30,4.0,"+3,226","7,662",34,41,1/102,-,5.46,0,-,+758,"2,425",12,7,1/128,-,3.47,8,2.0,"+1,734","3,443",20,9,1/119,-,3.29,6,2.0,-686,"4,556",15,11,1/175,-,2.61,57,27.0,+70,"2,002",8,5,1/154,-,3.15,64,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-27,月,いいえ,-235,"6,164",23,15,1/162,-,2.50,21,1.0,"+1,803","7,784",32,33,1/120,-,5.11,1,-,-205,"5,913",20,20,1/148,-,3.89,20,10.0,"-1,265","3,498",8,10,1/194,-,3.09,25,3.0,-918,"2,449",7,3,1/245,-,2.18,22,1.0,"+2,790","9,012",38,43,1/111,-,5.40,10,9.0,-10,"4,524",16,15,1/146,-,3.77,35,10.0,-984,"3,108",8,8,1/194,-,2.90,83,48.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-26,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-845,"3,587",12,5,1/211,-,1.97,53,7.0,-430,"2,414",8,5,1/186,-,2.72,46,-,"-1,273","2,772",6,6,1/231,-,2.60,67,14.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-25,土,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-99,"7,726",28,23,1/151,-,3.27,46,-,"-1,242","1,964",3,4,1/281,-,2.71,47,1.0,-663,"6,022",21,14,1/172,-,2.34,54,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-24,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+0,911,4,1,1/182,-,2.93,54,8.0,+602,"3,623",16,10,1/139,-,3.25,36,-,-471,"3,309",11,8,1/174,-,2.81,46,10.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-23,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-84,"3,455",14,6,1/173,-,2.28,54,18.0,-88,"2,132",8,5,1/164,-,3.01,36,11.0,-630,727,1,0,1/727,-,2.70,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-22,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+31,"4,222",17,9,1/162,-,2.45,53,31.0,-114,"2,203",9,3,1/184,-,2.41,22,1.0,-220,"6,220",26,8,1/183,-,1.55,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-21,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-940,"1,092",0,4,1/273,-,3.54,74,44.0,+680,"3,687",17,9,1/142,-,2.93,30,17.0,+79,"1,836",8,3,1/167,-,2.72,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-20,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-558,"6,154",19,22,1/150,-,4.12,66,14.0,"-1,260","5,920",17,17,1/174,-,3.00,52,34.0,+409,"3,703",16,9,1/148,-,2.88,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-19,日,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-788,"2,709",8,5,1/208,-,2.46,64,10.0,-662,"2,605",8,5,1/200,-,2.55,54,32.0,-138,"6,640",23,22,1/148,-,3.82,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-18,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-1,338","4,726",14,9,1/205,-,2.05,61,11.0,-735,"4,101",13,10,1/178,-,2.68,50,25.0,-468,"3,673",12,10,1/167,-,3.05,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-17,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+331,"6,590",25,21,1/143,-,3.69,28,12.0,"+1,085","3,036",17,5,1/138,-,2.45,29,1.0,+806,"7,317",30,22,1/141,-,3.45,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-16,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-33,"2,869",11,7,1/159,-,2.95,47,27.0,+402,"5,749",22,19,1/140,-,3.85,20,2.0,-587,"6,553",25,11,1/182,-,1.72,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-15,水,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-562,"3,127",9,10,1/165,-,3.51,33,27.0,"-1,223","3,483",10,5,1/232,-,1.98,36,3.0,+706,"5,518",24,14,1/145,-,2.81,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-14,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-335,"2,910",10,7,1/171,-,2.88,20,8.0,-28,"2,993",12,6,1/166,-,2.59,26,6.0,-344,699,2,0,1/350,-,2.77,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-13,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-894,"2,460",6,6,1/205,-,2.90,17,11.0,"-1,645","3,078",6,6,1/257,-,2.35,24,7.0,+342,"5,738",24,13,1/155,-,2.40,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-12,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-705,"5,017",16,14,1/167,-,3.00,7,-,-825,"3,839",11,11,1/175,-,3.14,18,11.0,"-1,260","5,395",16,13,1/186,-,2.44,18,11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-11,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,267","4,689",23,12,1/134,-,3.00,4,-,+577,"5,227",24,9,1/158,-,1.98,18,5.0,+590,"6,773",25,26,1/133,-,4.61,13,9.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-10,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+212,"2,826",11,9,1/141,-,3.61,5,-,"+3,460","7,349",38,29,1/110,-,4.97,32,19.0,"+1,312","6,088",28,17,1/135,-,3.21,13,8.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-09,木,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+565,"2,871",13,8,1/137,-,3.33,2,-,"+1,951","5,690",29,16,1/126,-,3.35,61,38.0,+192,"1,168",6,1,1/167,-,2.73,23,21.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-08,水,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+1,382","6,030",28,17,1/134,-,3.26,6,-,-13,714,3,1,1/179,-,3.11,89,43.0,-84,"7,506",27,23,1/150,-,3.43,46,40.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-07,火,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-45,"1,809",7,4,1/164,-,3.01,13,-,-102,"2,223",8,6,1/159,-,3.22,87,33.0,"+1,397","6,029",25,25,1/121,-,4.89,54,41.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-06,月,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+168,"4,366",19,7,1/168,-,2.01,8,-,"-1,736","2,768",3,9,1/231,-,3.37,81,25.0,"-1,490","6,159",18,15,1/187,-,2.38,56,48.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-05,日,はい,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+80,"5,202",20,14,1/153,-,2.96,8,-,"-1,090","1,314",2,0,1/657,-,2.22,46,5.0,-911,"3,207",8,10,1/178,-,3.39,41,33.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-04,土,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-431,"2,543",9,4,1/196,-,2.38,14,-,"-2,585","6,328",16,11,1/234,-,1.69,37,16.0,+104,"6,093",24,15,1/156,-,2.58,21,7.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2025-10-03,金,いいえ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"+2,597","4,712",28,13,1/115,-,3.45,11,-,-559,"2,837",8,9,1/167,-,3.48,15,4.0,-203,"3,425",13,7,1/171,-,2.50,30,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
